id,sim
0,1.0
1,0.17775222995305107
2,0.14501383120356082
3,-0.06333548662318855
4,0.19583570661938332
5,0.039592622285864576
6,0.01797361415204657
7,0.0887236667730893
8,0.13396199464052427
9,0.2532257764188339
10,0.08570076601723908
11,0.08668015607384028
12,0.08227771779051074
13,-0.024681738695196298
14,0.29228011558389566
15,0.12216443229512419
16,0.2930631153496287
17,0.10131140731213062
18,0.03992823063879003
19,0.21930338550690287
20,0.07406053292539905
21,0.2790439294275451
22,0.0032330611559999722
23,0.016477168537504916
24,0.24556000227832175
25,0.33818731912354416
26,0.11256445025661865
27,0.19562290779134517
28,0.07925450231452069
29,0.15420537623447694
30,0.04915678406214108
31,0.12280563081025953
32,0.3549599432438394
33,0.15920787907467615
34,0.17890028647837397
35,0.1610990184172827
36,0.22267258114850597
37,0.07957248160015329
38,0.15452067561618876
39,0.07511465767227887
40,0.11592780636407862
41,0.2162986834083369
42,0.0664806830720337
43,0.030889460466069774
44,0.08766314669719544
45,0.015888825857540145
46,-0.04231233751070618
47,0.03339290765558811
48,0.19457123809703136
49,0.12497632381989743
50,0.057660296194049554
51,0.2690201185962299
52,0.1391795205364844
53,0.13385117328466822
54,0.1522765036600069
55,0.1603019475702876
56,0.3061991560098605
57,0.05924515242027528
58,0.16248891095762608
59,0.12380333065202476
60,0.15889016532157296
61,0.0033324032078871912
62,-0.06501238191871006
63,0.214464051918552
64,0.020433141336665628
65,0.10582390430290411
66,0.18771028508393495
67,0.23013552136775406
68,0.1903009709619934
69,0.15414412106833852
70,0.0799653163559294
71,0.11200604681901338
72,0.12860790741468564
73,-0.014645075849587519
74,0.17683641818662021
75,0.19650740560531021
76,0.08014724580375798
77,0.028291400548738355
78,0.05175415928642024
79,-0.02682912786955871
80,0.029780913970094525
81,0.2686021951642712
82,0.10983104775829877
83,0.09733436411029883
84,0.13278731413302625
85,-0.06816042151497914
86,0.04173302086358088
87,0.05649619357624691
88,0.1565281041543034
89,0.064290590441347
90,0.08403356589221556
91,0.062473220372144755
92,0.03281948123076461
93,0.18708859822118273
94,0.10958872635008621
95,0.19584156895791027
96,0.1342322312295674
97,0.11976929881269516
98,0.2057375768630767
99,0.14182056015869682
100,0.08386220235984221
101,0.0291533176491674
102,0.20547791704940654
103,0.17834874060909134
104,0.18337717997029024
105,-0.11003769876946712
106,0.1930628933649181
107,0.04884217805966651
108,0.06220044327139773
109,0.036364822875847524
110,0.24093328798480607
111,0.19711265237801157
112,0.17652946282155613
113,0.2423350618479857
114,0.22198864759576264
115,0.21125406720564655
116,0.024441349981400684
117,0.02654125500464599
118,0.3896356328258377
119,0.10773289463089353
120,0.05649880812898378
121,-0.03685172133216308
122,-0.02143969897881992
123,0.21545067637413717
124,0.322386193681963
125,-0.09085057636536442
126,0.22617230579841996
127,0.07929813763610194
128,-0.01599078795477027
129,-0.005147351585797599
130,0.03376970056912176
131,-0.057705102445242185
132,0.2584779440539001
133,0.14164794856221363
134,-0.049825076542596936
135,-0.02630330437481576
136,-0.11568693581958378
137,0.1501881135629759
138,0.177017901719001
139,0.20662819662917287
140,0.060513019332039564
141,0.030774113935317482
142,0.11687277744665192
143,0.21257508297372618
144,0.3410306270021852
145,0.05287426894150116
146,0.18728117747124862
147,0.25312597386981306
148,0.12172850716426187
149,0.08985109565129878
150,0.09867353220118047
151,0.021039384730881183
152,0.19382267589653335
153,0.1947868361595877
154,-0.04922611641311225
155,0.036878310542796444
156,0.1196837088644428
157,0.018354799412776512
158,0.05451993237448072
159,0.10765466895689824
160,0.3036103937016008
161,0.050052239203228766
162,-0.013457740944317065
163,-0.09602753657662544
164,0.23020676510063787
165,0.021882276469583628
166,0.10459659185079873
167,0.07928408085915184
168,0.15255625386120597
169,0.1352631562064619
170,0.00504972354483979
171,-0.008498007638343852
172,0.0057484144125669046
173,0.16491568003738677
174,0.0521694052202063
175,0.12112000442253201
176,0.13906489004531752
177,0.11401410732825157
178,0.17861374588667245
179,0.13316095229374536
180,-0.08288705008203912
181,0.27638074291946924
182,-0.18414626838102555
183,0.2164936218496255
184,0.024382656637663813
185,0.07316233575067721
186,0.206510915769737
187,-0.02756060721135367
188,0.12541626907522052
189,0.14417932675395062
190,0.10050219639980451
191,0.005355680728084233
192,0.013714029483711143
193,0.1762347801577846
194,0.17140351854187774
195,0.24399894282361134
196,0.03745231612154676
197,-0.05343017452608345
198,0.16854597743479804
199,0.13547650179331405
200,0.15374254731853965
201,0.19367654077346919
202,0.18292497915743333
203,0.11238890646292266
204,0.1344011624784942
205,0.08901209992231807
206,-0.032588246901062545
207,0.13782522455109847
208,0.2748199182887118
209,0.33877773706334957
210,0.21919527619834112
211,0.32231149771364875
212,0.005344287052742813
213,0.03938227782563197
214,0.2081130604163357
215,0.0016167389818643185
216,0.2773823227972638
217,0.14732828651234875
218,0.30825061624276096
219,0.26417521440794933
220,0.25418000205980606
221,0.11015251360530487
222,0.23648683656675784
223,-0.06949108145833272
224,0.3193333511160594
225,-0.007040825414529106
226,0.37249707257976583
227,0.08188767248186202
228,0.20306602435404153
229,0.05765874309080754
230,-0.09761589557962824
231,0.25524195461740007
232,0.2160536328986764
233,0.06871298751752719
234,0.055508819328637826
235,0.054170994620110324
236,0.13503027032041381
237,0.10294388229012985
238,-0.05397286529912182
239,0.1347107139699295
240,0.07155746354639969
241,-0.005221115503081242
242,0.0862734268112535
243,0.06476092817947887
244,0.02950174908850811
245,0.04901116858134724
246,0.11222935647078425
247,0.05861458923759577
248,0.2682657329550786
249,0.10396340786584612
250,0.3010667320203537
251,0.19123314356914156
252,0.1540730268482664
253,0.09589230928456849
254,-0.09191410215892426
255,0.2531391635833683
256,0.21776843684416813
257,0.06121228832914771
258,0.2581564118712296
259,0.18251306905506104
260,0.07949766457697793
261,0.1881491033116074
262,0.19940913391402815
263,0.08604621468941254
264,0.15795310834480736
265,0.2837507740209142
266,0.19610338317121512
267,0.04953596441467445
268,0.15546684237692743
269,0.19402308532049883
270,0.013401149395425582
271,0.0540023147991866
272,0.2436669238979703
273,0.08935257276568542
274,-0.03458478693063993
275,0.029389252106358787
276,0.10839994392194896
277,0.2520061114524673
278,0.08382084930497269
279,0.06974785067173472
280,-0.06325896788575203
281,0.1453568322324904
282,0.03512124948794826
283,-0.010532280214894607
284,0.012672927302915471
285,0.17917700423578142
286,0.016493190983641437
287,0.22879079084244314
288,0.15521818787357744
289,0.07553695952992368
290,0.019201600192848223
291,0.43070428097178537
292,0.11187309285731273
293,0.08331819365502735
294,0.08603055553996863
295,0.27353011393041804
296,0.06080860600073745
297,0.1291945238973743
298,0.38410327788572474
299,0.3531333910199461
300,0.09292030216054148
301,0.05978163396109948
302,0.235047309708597
303,0.11838876314776636
304,0.2208832124344129
305,0.1602055800820119
306,0.25622714166023774
307,0.3361554035444385
308,0.05726138629783617
309,0.21892373374399654
310,0.17392256089732028
311,0.04743474737857445
312,-0.013985708463856161
313,0.04445864280280376
314,0.17895383163382228
315,0.11609321694450192
316,0.13357881318528886
317,0.16166095345374543
318,0.19676118824079192
319,0.11903456396468592
320,0.03509721693063583
321,0.01119684519274422
322,0.3585672587690313
323,0.08301753515223353
324,0.04820877159954928
325,0.009005989401099646
